title,abstract
rift valley fever virus nss protein promotes post-transcriptional downregulation of protein kinase pkr and inhibits eif2α phosphorylation .,"rift valley fever virus ( rvfv ) ( genus phlebovirus , family bunyaviridae ) is a negative - stranded rna virus with a tripartite genome . rvfv is transmitted by mosquitoes and causes fever and severe hemorrhagic illness among humans , and fever and high rates of abortions in livestock . a nonstructural rvfv nss protein inhibits the transcription of host mrnas , including interferon - β mrna , and is a major virulence factor . the present study explored a novel function of the rvfv nss protein by testing the replication of rvfv lacking the nss gene in the presence of actinomycin d ( actd ) or α - amanitin , both of which served as a surrogate of the host mrna synthesis suppression function of the nss . in the presence of the host - transcriptional inhibitors , the replication of rvfv lacking the nss protein , but not that carrying nss , induced double - stranded rna - dependent protein kinase ( pkr ) – mediated eukaryotic initiation factor ( eif ) 2α phosphorylation , leading to the suppression of host and viral protein translation . rvfv nss promoted post-transcriptional downregulation of pkr early in the course of the infection and suppressed the phosphorylated eif2α accumulation . these data suggested that a combination of rvfv replication and nss - induced host transcriptional suppression induces pkr - mediated eif2α phosphorylation , while the nss facilitates efficient viral translation by downregulating pkr and inhibiting pkr - mediated eif2α phosphorylation . thus , the two distinct functions of the nss , i.e. , the suppression of host transcription , including that of type i interferon mrnas , and the downregulation of pkr , work together to prevent host innate antiviral functions , allowing efficient replication and survival of rvfv in infected mammalian hosts ."
"influenza virus ( h5n1 ) in live bird markets and food markets , thailand .",a surveillance program for influenza a viruses ( h5n1 ) was conducted in live bird and food markets in central thailand during july 2006 – august 2007 . twelve subtype h5n1 viruses were isolated . the subtype h5n1 viruses circulating in the markets were genetically related to those that circulated in thailand during 2004 – 2005 .
antimicrobial and antioxidant activities of cortex magnoliae officinalis and some other medicinal plants commonly used in south - east asia .,"background : eight medicinal plants were tested for their antimicrobial and antioxidant activities . different extraction methods were also tested for their effects on the bioactivities of the medicinal plants . methods : eight plants , namely herba polygonis hydropiperis ( laliaocao ) , folium murraya koenigii ( jialiye ) , rhizoma arachis hypogea ( huashenggen ) , herba houttuyniae ( yuxingcao ) , epipremnum pinnatum ( pashulong ) , rhizoma typhonium flagelliforme ( laoshuyu ) , cortex magnoliae officinalis ( houpo ) and rhizoma imperatae ( baimaogen ) were investigated for their potential antimicrobial and antioxidant properties . results : extracts of cortex magnoliae officinalis had the strongest activities against m. smegmatis , c. albicans , b. subtilis and s. aureus . boiled extracts of cortex magnoliae officinalis , folium murraya koenigii , herba polygonis hydropiperis and herba houttuyniae demonstrated greater antioxidant activities than other tested medicinal plants . conclusion : among the eight tested medicinal plants , cortex magnoliae officinalis showed the highest antimicrobial and antioxidant activities . different methods of extraction yield different spectra of bioactivities ."
results from a hypothesis generating case - control study : herpes family viruses and schizophrenia among military personnel .,"background : herpes family viruses can cause central nervous system inflammatory changes that can present with symptoms indistinguishable from schizophrenia and therefore are of interest in schizophrenia research . most existing studies of herpes viruses have used small populations and postdiagnosis specimens . as part of a larger research program , we conducted a hypothesis - generating case - control study of selected herpes virus antibodies among individuals discharged from the us military with schizophrenia and pre - and postdiagnosis sera . methods : cases ( n = 180 ) were servicemembers hospitalized and discharged from military service with schizophrenia . controls , 3:1 matched on several factors , were members not discharged . the military routinely collects and stores members ' serum specimens . we used microplate enzyme immunoassay to measure immunoglobulin g ( igg ) antibody levels to 6 herpes viruses in pre - and postdiagnosis specimens . conditional logistic regression was used , and the measure of association was the hazard ratio ( hr ) . results : overall , we found a significant association between human herpes virus type 6 and schizophrenia , with an hr of 1.17 ( 95 % confidence interval [ ci ] = 1.04 , 1.32 ) . women and blacks had significant negative associations with herpes simplex virus type 2 and cytomegalovirus ; among blacks , there was a significant positive association with herpes simplex virus type 1 . among men , there was a hhv - 6 temporal effect with an hr of 1.41 ( 95 % ci = 1.02 , 1.96 ) for sera drawn 6 – 12 months before diagnosis . discussion : findings from previous studies of herpes family viruses and schizophrenia have been inconsistent . our study is based on a larger population than most previous studies and used serum specimens collected before onset of illness . this study adds to the body of knowledge and provides testable hypotheses for follow - on studies ."
science into policy : preparing for pandemic influenza .,authoratative government pandemic preparedness requires an evidence - based approach . the scientific advisory process that has informed the current uk pandemic preparedness plans is described . the final endorsed scientific papers are now publicly available .
smallpox and season : reanalysis of historical data .,"seasonal variation in smallpox transmission is one of the most pressing ecological questions and is relevant to bioterrorism preparedness . the present study reanalyzed 7 historical datasets which recorded monthly cases or deaths . in addition to time series analyses of reported data , an estimation and spectral analysis of the effective reproduction number at calendar time t , r ( t ) , were made . meteorological variables were extracted from a report in india from 1890 – 1921 and compared with smallpox mortality as well as r ( t ) . annual cycles of smallpox transmission were clearly shown not only in monthly reports but also in the estimates of r ( t ) . even short - term epidemic data clearly exhibited an annual peak every january . both mortality and r ( t ) revealed significant negative association ( p < .01 ) and correlation ( p < .01 ) , respectively , with humidity . these findings suggest that smallpox transmission greatly varies with season and is most likely enhanced by dry weather ."
chinese journals : a guide for epidemiologists .,"chinese journals in epidemiology , preventive medicine and public health contain much that is of potential international interest . however , few non-chinese speakers are acquainted with this literature . this article therefore provides an overview of the contemporary scene in chinese biomedical journal publication , chinese bibliographic databases and chinese journals in epidemiology , preventive medicine and public health . the challenge of switching to english as the medium of publication , the development of publishing bibliometric data from chinese databases , the prospect of an open access publication model in china , the issue of language bias in literature reviews and the quality of chinese journals are discussed . epidemiologists are encouraged to search the chinese bibliographic databases for chinese journal articles ."
the complete genome and proteome of laribacter hongkongensis reveal potential mechanisms for adaptations to different temperatures and habitats .,"laribacter hongkongensis is a newly discovered gram - negative bacillus of the neisseriaceae family associated with freshwater fish – borne gastroenteritis and traveler 's diarrhea . the complete genome sequence of l. hongkongensis hlhk9 , recovered from an immunocompetent patient with severe gastroenteritis , consists of a 3,169 - kb chromosome with g+c content of 62.35 % . genome analysis reveals different mechanisms potentially important for its adaptation to diverse habitats of human and freshwater fish intestines and freshwater environments . the gene contents support its phenotypic properties and suggest that amino acids and fatty acids can be used as carbon sources . the extensive variety of transporters , including multidrug efflux and heavy metal transporters as well as genes involved in chemotaxis , may enable l. hongkongensis to survive in different environmental niches . genes encoding urease , bile salts efflux pump , adhesin , catalase , superoxide dismutase , and other putative virulence factors — such as hemolysins , rtx toxins , patatin - like proteins , phospholipase a1 , and collagenases — are present . proteomes of l. hongkongensis hlhk9 cultured at 37 °c ( human body temperature ) and 20 °c ( freshwater habitat temperature ) showed differential gene expression , including two homologous copies of argb , argb - 20 , and argb - 37 , which encode two isoenzymes of n - acetyl - l - glutamate kinase ( nagk ) — nagk - 20 and nagk - 37 — in the arginine biosynthesis pathway . nagk - 20 showed higher expression at 20 °c , whereas nagk - 37 showed higher expression at 37 °c . nagk - 20 also had a lower optimal temperature for enzymatic activities and was inhibited by arginine probably as negative - feedback control . similar duplicated copies of argb are also observed in bacteria from hot springs such as thermus thermophilus , deinococcus geothermalis , deinococcus radiodurans , and roseiflexus castenholzii , suggesting that similar mechanisms for temperature adaptation may be employed by other bacteria . genome and proteome analysis of l. hongkongensis revealed novel mechanisms for adaptations to survival at different temperatures and habitats ."
malignant mesothelioma .,"malignant mesothelioma is a fatal asbestos - associated malignancy originating from the lining cells ( mesothelium ) of the pleural and peritoneal cavities , as well as the pericardium and the tunica vaginalis . the exact prevalence is unknown but it is estimated that mesotheliomas represent less than 1 % of all cancers . its incidence is increasing , with an expected peak in the next 10 – 20 years . pleural malignant mesothelioma is the most common form of mesothelioma . typical presenting features are those of chest pain and dyspnoea . breathlessness due to a pleural effusion without chest pain is reported in about 30 % of patients . a chest wall mass , weight loss , sweating , abdominal pain and ascites ( due to peritoneal involvement ) are less common presentations . mesothelioma is directly attributable to occupational asbestos exposure with a history of exposure in over 90 % of cases . there is also evidence that mesothelioma may result from both para-occupational exposure and non-occupational "" environmental "" exposure . idiopathic or spontaneous mesothelioma can also occur in the absence of any exposure to asbestos , with a spontaneous rate in humans of around one per million . a combination of accurate exposure history , along with examination radiology and pathology are essential to make the diagnosis . distinguishing malignant from benign pleural disease can be challenging . the most helpful ct findings suggesting malignant pleural disease are 1 ) a circumferential pleural rind , 2 ) nodular pleural thickening , 3 ) pleural thickening of > 1 cm and 4 ) mediastinal pleural involvement . involvement of a multidisciplinary team is recommended to ensure prompt and appropriate management , using a framework of radiotherapy , chemotherapy , surgery and symptom palliation with end of life care . compensation issues must also be considered . life expectancy in malignant mesothelioma is poor , with a median survival of about one year following diagnosis ."
antiviral resistance during pandemic influenza : implications for stockpiling and drug use .,"background : the anticipated extent of antiviral use during an influenza pandemic can have adverse consequences for the development of drug resistance and rationing of limited stockpiles . the strategic use of drugs is therefore a major public health concern in planning for effective pandemic responses . methods : we employed a mathematical model that includes both sensitive and resistant strains of a virus with pandemic potential , and applies antiviral drugs for treatment of clinical infections . using estimated parameters in the published literature , the model was simulated for various sizes of stockpiles to evaluate the outcome of different antiviral strategies . results : we demonstrated that the emergence of highly transmissible resistant strains has no significant impact on the use of available stockpiles if treatment is maintained at low levels or the reproduction number of the sensitive strain is sufficiently high . however , moderate to high treatment levels can result in a more rapid depletion of stockpiles , leading to run - out , by promoting wide - spread drug resistance . we applied an antiviral strategy that delays the onset of aggressive treatment for a certain amount of time after the onset of the outbreak . our results show that if high treatment levels are enforced too early during the outbreak , a second wave of infections can potentially occur with a substantially larger magnitude . however , a timely implementation of wide - scale treatment can prevent resistance spread in the population , and minimize the final size of the pandemic . conclusion : our results reveal that conservative treatment levels during the early stages of the outbreak , followed by a timely increase in the scale of drug - use , will offer an effective strategy to manage drug resistance in the population and avoid run - out . for a 1918 - like strain , the findings suggest that pandemic plans should consider stockpiling antiviral drugs to cover at least 20 % of the population ."
transmission dynamics and prospects for the elimination of canine rabies .,"rabies has been eliminated from domestic dog populations in western europe and north america , but continues to kill many thousands of people throughout africa and asia every year . a quantitative understanding of transmission dynamics in domestic dog populations provides critical information to assess whether global elimination of canine rabies is possible . we report extensive observations of individual rabid animals in tanzania and generate a uniquely detailed analysis of transmission biology , which explains important epidemiological features , including the level of variation in epidemic trajectories . we found that the basic reproductive number for rabies , r ( 0 ) , is very low in our study area in rural africa ( ∼ 1.2 ) and throughout its historic global range ( < 2 ) . this finding provides strong support for the feasibility of controlling endemic canine rabies by vaccination , even near wildlife areas with large wild carnivore populations . however , we show that rapid turnover of domestic dog populations has been a major obstacle to successful control in developing countries , thus regular pulse vaccinations will be required to maintain population - level immunity between campaigns . nonetheless our analyses suggest that with sustained , international commitment , global elimination of rabies from domestic dog populations , the most dangerous vector to humans , is a realistic goal ."
detection of genetically modified organisms ( gmos ) using isothermal amplification of target dna sequences .,"background : the most common method of gmo detection is based upon the amplification of gmo - specific dna amplicons using the polymerase chain reaction ( pcr ) . here we have applied the loop - mediated isothermal amplification ( lamp ) method to amplify gmo - related dna sequences , ' internal ' commonly - used motifs for controlling transgene expression and event - specific ( plant - transgene ) junctions . results : we have tested the specificity and sensitivity of the technique for use in gmo studies . results show that detection of 0.01 % gmo in equivalent background dna was possible and dilutions of template suggest that detection from single copies of the template may be possible using lamp . conclusion : this work shows that gmo detection can be carried out using lamp for routine screening as well as for specific events detection . moreover , the sensitivity and ability to amplify targets , even with a high background of dna , here demonstrated , highlights the advantages of this isothermal amplification when applied for gmo detection ."
multivalent ha dna vaccination protects against highly pathogenic h5n1 avian influenza infection in chickens and mice .,"background : sustained outbreaks of highly pathogenic avian influenza ( hpai ) h5n1 in avian species increase the risk of reassortment and adaptation to humans . the ability to contain its spread in chickens would reduce this threat and help maintain the capacity for egg - based vaccine production . while vaccines offer the potential to control avian disease , a major concern of current vaccines is their potency and inability to protect against evolving avian influenza viruses . methodology / principal findings : the ability of dna vaccines encoding hemagglutinin ( ha ) proteins from different hpai h5n1 serotypes was evaluated for its ability to elicit neutralizing antibodies and to protect against homologous and heterologous hpai h5n1 strain challenge in mice and chickens after dna immunization by needle and syringe or with a pressure injection device . these vaccines elicited antibodies that neutralized multiple strains of hpai h5n1 when given in combinations containing up to 10 has . the response was dose - dependent , and breadth was determined by the choice of the influenza virus ha in the vaccine . monovalent and trivalent ha vaccines were tested first in mice and conferred protection against lethal h5n1 a / vietnam / 1203/2004 challenge 68 weeks after vaccination . in chickens , protection was observed against heterologous strains of hpai h5n1 after vaccination with a trivalent h5 serotype dna vaccine with doses as low as 5 µg dna given twice either by intramuscular needle injection or with a needle - free device . conclusions / significance : dna vaccines offer a generic approach to influenza virus immunization applicable to multiple animal species . in addition , the ability to substitute plasmids encoding different strains enables rapid adaptation of the vaccine to newly evolving field isolates ."
virus - specific read - through codon preference affects infectivity of chimeric cucumber green mottle mosaic viruses displaying a dengue virus epitope .,"a cucumber green mottle mosaic virus ( cgmmv ) was used to present a truncated dengue virus type 2 envelope ( e ) protein binding region from amino acids 379 to 423 ( eb4 ) . the eb4 gene was inserted at the terminal end of the cgmmv coat protein ( cp ) open reading frame ( orf ) . read - through sequences of tmv or cgmmv , caa - uag - caa - uua , or aaa - uag - caa - uua were , respectively , inserted in between the cp and the eb4 genes . the chimeric clones , prt , prg , and pcg + fsrtre , were transcribed into full - length capped recombinant cgmmv transcripts . only constructs with the wild - type cgmmv read - through sequence yielded infectious viruses following infection of host plant , muskmelon ( cucumis melo ) leaves . the ratio of modified to unmodified cp for the read - through expression clone developed was also found to be approximately 1:1 , higher than what has been previously reported . it was also observed that infectivity was not affected by differences in pi between the chimera and its wild counterpart . analysis of recombinant viruses after 21 - days - postinculation ( dpi ) revealed that deletions occurred resulting in partial reversions of the viral population to near wild type and suggesting that this would be the limiting harvest period for obtaining true to type recombinants with this construct ."
enhanced hygiene measures and norovirus transmission during an outbreak .,"control of norovirus outbreaks relies on enhanced hygiene measures , such as handwashing , surface cleaning , using disposable paper towels , and using separate toilets for sick and well persons . however , little is known about their effectiveness in limiting further spread of norovirus infections . we analyzed norovirus outbreaks in 7 camps at an international scouting jamboree in the netherlands during 2004 . implementation of hygiene measures coincided with an 84.8 % ( 95 % predictive interval 81.2 % – 86.6 % ) reduction in reproduction number . this reduction was unexpectedly large but still below the reduction needed to contain a norovirus outbreak . even more stringent control measures are required to break the chain of transmission of norovirus ."
polyomaviruses ki and wu in immunocompromised patients with respiratory disease .,"polyomaviruses ki ( kipyv ) and wu ( wupyv ) were recently identified , mainly in respiratory specimens from children . among 200 patients with respiratory disorders admitted to saint louis hospital , paris , france , kipyv was detected in 8 % and wupyv in 1 % . kipyv was significantly more frequent among human stem cell transplant patients ( 17.8 % vs. 5.1 % ; p = 0.01 ) ."
on the significance of surfactant protein - a within the human lungs .,"surfactant protein - a ( sp - a ) is the most prominent among four proteins in the pulmonary surfactant - system . sp - a is expressed by alveolar epithelial cells type ii as well as by a portion of non small cell lung carcinomas ( nsclc ) . the expression of sp - a is complexly regulated on the transcriptional and the chromosomal level . sp - a is a major player in the pulmonary cytokine - network and moreover has been described to act in the pulmonary host defense . by the use of cell culture or animal models the functional properties have been repeatedly shown in many aspects , often bearing surprising properties which strongly indicate the physiological importance of sp - a. to date sp - a is recognized as a molecule essential for pulmonary development , structure and function . an upcoming number of reports deals with the role of sp - a for pulmonary pathology . this article gives an overview about the state of knowledge on sp - a focused in applications for human pulmonary disorders and points out the importance for pathology - orientated research approaches using immunohistochemistry or in situ hybridization as promising methods to further elucidate the role of this molecule in adult lung diseases ."
proteolytic processing of a precursor protein for a growth - promoting peptide by a subtilisin serine protease in arabidopsis .,"phytosulfokines ( psks ) are secreted , sulfated peptide hormones derived from larger prepropeptide precursors . proteolytic processing of one of the precursors , atpsk4 , was demonstrated by cleavage of a preproatpsk4 – myc transgene product to atpsk4 – myc . cleavage of proatpsk4 was induced by placing root explants in tissue culture . the processing of proatpsk4 was dependent on atsbt1 .1 , a subtilisin - like serine protease , encoded by one of 56 subtilase genes in arabidopsis . the gene encoding atsbt1 .1 was up - regulated following the transfer of root explants to tissue culture , suggesting that activation of the proteolytic machinery that cleaves proatpsk4 is dependent on atsbt1 .1 expression . we also demonstrated that a fluorogenic peptide representing the putative subtilase recognition site in proatpsk4 is cleaved in vitro by affinity - purified atsbt1 .1 . an alanine scan through the recognition site peptide indicated that atsbt1 .1 is fairly specific for the atpsk4 precursor . thus , this peptide growth factor , which promotes callus formation in culture , is proteolytically cleaved from its precursor by a specific plant subtilase encoded by a gene that is up - regulated during the process of transfering root explants to tissue culture ."
protein domain boundary predictions : a structural biology perspective .,"one of the important fields to apply computational tools for domain boundaries prediction is structural biology . they can be used to design protein constructs that must be expressed in a stable and functional form and must produce diffraction - quality crystals . however , prediction of protein domain boundaries on the basis of amino acid sequences is still very problematical . in present study the performance of several computational approaches are compared . it is observed that the statistical significance of most of the predictions is rather poor . nevertheless , when the right number of domains is correctly predicted , domain boundaries are predicted within very few residues from their real location . it can be concluded that prediction methods can not be used yet as routine tools in structural biology , though some of them are rather promising ."
enhancing time - series detection algorithms for automated biosurveillance .,"biosense is a us national system that uses data from health information systems for automated disease surveillance . we studied 4 time - series algorithm modifications designed to improve sensitivity for detecting artificially added data . to test these modified algorithms , we used reports of daily syndrome visits from 308 department of defense ( dod ) facilities and 340 hospital emergency departments ( eds ) . at a constant alert rate of 1 % , sensitivity was improved for both datasets by using a minimum standard deviation ( sd ) of 1.0 , a 14 – 28 day baseline duration for calculating mean and sd , and an adjustment for total clinic visits as a surrogate denominator . stratifying baseline days into weekdays versus weekends to account for day - of - week effects increased sensitivity for the dod data but not for the ed data . these enhanced methods may increase sensitivity without increasing the alert rate and may improve the ability to detect outbreaks by using automated surveillance system data ."
molecular mechanisms of recombination restriction in the envelope gene of the human immunodeficiency virus .,"the ability of pathogens to escape the host 's immune response is crucial for the establishment of persistent infections and can influence virulence . recombination has been observed to contribute to this process by generating novel genetic variants . although distinctive recombination patterns have been described in many viral pathogens , little is known about the influence of biases in the recombination process itself relative to selective forces acting on newly formed recombinants . understanding these influences is important for determining how recombination contributes to pathogen genome and proteome evolution . most previous research on recombination - driven protein evolution has focused on relatively simple proteins , usually in the context of directed evolution experiments . here , we study recombination in the envelope gene of hiv - 1 between primary isolates belonging to subtypes that recombine naturally in the hiv / aids pandemic . by characterizing the early steps in the generation of recombinants , we provide novel insights into the evolutionary forces that shape recombination patterns within viral populations . specifically , we show that the combined effects of mechanistic processes that determine the locations of recombination breakpoints across the hiv - 1 envelope gene , and purifying selection acting against dysfunctional recombinants , can explain almost the entire distribution of breakpoints found within this gene in nature . these constraints account for the surprising paucity of recombination breakpoints found in infected individuals within this highly variable gene . thus , the apparent randomness of hiv evolution via recombination may in fact be relatively more predictable than anticipated . in addition , the dominance of purifying selection in localized areas of the hiv genome defines regions where functional constraints on recombinants appear particularly strong , pointing to vulnerable aspects of hiv biology ."
avian influenza virus glycoproteins restrict virus replication and spread through human airway epithelium at temperatures of the proximal airways .,"transmission of avian influenza viruses from bird to human is a rare event even though avian influenza viruses infect the ciliated epithelium of human airways in vitro and ex vivo . using an in vitro model of human ciliated airway epithelium ( hae ) , we demonstrate that while human and avian influenza viruses efficiently infect at temperatures of the human distal airways ( 37 °c ) , avian , but not human , influenza viruses are restricted for infection at the cooler temperatures of the human proximal airways ( 32 °c ) . these data support the hypothesis that avian influenza viruses , ordinarily adapted to the temperature of the avian enteric tract ( 40 °c ) , rarely infect humans , in part due to differences in host airway regional temperatures . previously , a critical residue at position 627 in the avian influenza virus polymerase subunit , pb2 , was identified as conferring temperature - dependency in mammalian cells . here , we use reverse genetics to show that avianization of residue 627 attenuates a human virus , but does not account for the different infection between 32 °c and 37 °c . to determine the mechanism of temperature restriction of avian influenza viruses in hae at 32 °c , we generated recombinant human influenza viruses in either the a / victoria / 3/75 ( h3n2 ) or a / pr / 8/34 ( h1n1 ) genetic background that contained avian or avian - like glycoproteins . two of these viruses , a / victoria / 3/75 with l226q and s228g mutations in hemagglutinin ( ha ) and neuraminidase ( na ) from a / chick / italy / 1347/99 and a / pr / 8/34 containing the h7 and n1 from a / chick / italy / 1347/99 , exhibited temperature restriction approaching that of wholly avian influenza viruses . these data suggest that influenza viruses bearing avian or avian - like surface glycoproteins have a reduced capacity to establish productive infection at the temperature of the human proximal airways . this temperature restriction may limit zoonotic transmission of avian influenza viruses and suggests that adaptation of avian influenza viruses to efficient infection at 32 °c may represent a critical evolutionary step enabling human - to - human transmission ."
a multidimensional classification of public health activity in australia .,"background : at present , we have very limited ability to compare public health activity across jurisdictions and countries , or even to ascertain differences in what is considered to be a public health activity . existing standardised health classifications do not capture important dimensions of public health , which include its functions , the methods and interventions used to achieve these , the health issues and determinants of health that public health activities address , the resources and infrastructure they use , and the settings in which they occur . a classification that describes these dimensions will promote consistency in collecting and reporting information about public health programs , expenditure , workforce and performance . this paper describes the development of an initial version of such a classification . methods : we used open - source protégé software and published procedures to construct an ontology of public health , which forms the basis of the classification . we reviewed existing definitions of public health , descriptions of public health functions and classifications to develop the scope , domain , and multidimensional class structure of the ontology . these were then refined through a series of consultations with public health experts from across australia , culminating in an initial classification framework . results : the public health classification consists of six top - level classes : public health ' functions ' ; ' health issues ' ; ' determinants of health ' ; ' settings ' ; ' methods ' of intervention ; and ' resources and infrastructure ' . existing classifications ( such as the international classifications of diseases , disability and functioning and external causes of injuries ) can be used to further classify large parts of the classes ' health issues ' , ' settings ' and ' resources and infrastructure ' , while new subclass structures are proposed for the classes of public health ' functions ' , ' determinants of health ' and ' interventions ' . conclusion : the public health classification captures the important dimensions of public health activity . it will facilitate the organisation of information so that it can be used to address questions relating to any of these dimensions , either singly or in combination . the authors encourage readers to use the classification , and to suggest improvements ."
small interfering rna targeting m2 gene induces effective and long term inhibition of influenza a virus replication .,"rna interference ( rnai ) provides a powerful new means to inhibit viral infection specifically . however , the selection of sirna - resistant viruses is a major concern in the use of rnai as antiviral therapeutics . in this study , we conducted a lentiviral vector with a h1 - short hairpin rna ( shrna ) expression cassette to deliver small interfering rnas ( sirnas ) into mammalian cells . using this vector that also expresses enhanced green fluorescence protein ( egfp ) as surrogate marker , stable shrna - expressing cell lines were successfully established and the inhibition efficiencies of rationally designed sirnas targeting to conserved regions of influenza a virus genome were assessed . the results showed that a sirna targeting influenza m2 gene ( sim2 ) potently inhibited viral replication . the sim2 was not only effective for h1n1 virus but also for highly pathogenic avian influenza virus h5n1 . in addition to its m2 inhibition , the sim2 also inhibited np mrna accumulation and protein expression . a long term inhibition effect of the sim2 was demonstrated and the emergence of sirna - resistant mutants in influenza quasispecies was not observed . taken together , our study suggested that m2 gene might be an optimal rnai target for antiviral therapy . these findings provide useful information for the development of rnai - based prophylaxis and therapy for human influenza virus infection ."
increased expression levels of the pvcrt - o and pvmdr1 genes in a patient with severe plasmodium vivax malaria .,"background : there are increasing reports of severe clinical cases exclusively associated with plasmodium vivax infections . notably , this severity has been recently suggested to be associated with chloroquine resistance . patients : two different patients presented at the hospital clinic in barcelona with p. vivax malaria episodes . one patient had severe symptoms and the other mild symptoms . both patients traveled through the brazilian amazon ( manaus ) in 2007 . for both patients the current diagnosis of malaria was the first . two other patients with mild symptoms presented to the "" centro de pesquisa em medicina tropical "" , also in the brazilian amazon ( rondônia ) in 2000 . methods : to exclude the possibility that the patient 's severe symptoms were due to plasmodium falciparum , a nested pcr was performed . a magnetic method was used to purify p. vivax free of human leukocytes . quantitative real - time pcr was performed to compare the transcript levels of two main transporters likely to be involved in chloroquine resistance in p. vivax , namely the p. vivax chloroquine resistance transporter , pvcrt - o , and the p. vivax multidrug resistance transporter , pvmdr 1 . results : results demonstrated that the severe clinical symptoms were exclusively due to p. vivax . the patient presented acute respiratory conditions requiring admission to the intensive care unit . the magnetic method showed highly purified infected - reticulocytes with mature stages . in addition , it was found that parasites obtained from the severe patient had up to 2.9-fold increase in pvmdr1 levels and up to 21.9-fold increase in pvcrt - o levels compared to expression levels of parasites from the other patients with mild symptoms . conclusion : this is the first clinical case of severe disease exclusively associated with vivax malaria in spain . moreover , these findings suggest that clinical severity could be associated with increased expression levels of parasite genes likely involved in chloroquine resistance . it is necessary to further explore the potential of pvmdr1 and particularly pvcrt - o expression levels as molecular markers of severe disease in p. vivax ."
health workers ' views on quality of prevention of mother - to - child transmission and postnatal care for hiv - infected women and their children .,"background : prevention of mother - to - child transmission has been considered as not a simple intervention but a comprehensive set of interventions requiring capable health workers . viet nam 's extensive health care system reaches the village level , but still hiv - infected mothers and children have received inadequate health care services for prevention of mother - to - child transmission . we report here the health workers ' perceptions on factors that lead to their failure to give good quality prevention of mother - to - child transmission services . methods : semistructured interviews with 53 health workers and unstructured observations in nine health facilities in hanoi were conducted . selection of respondents was based on their function , position and experience in the development or implementation of prevention of mother - to - child transmission policies / programmes . results : factors that lead to health workers ' failure to give good quality services for prevention of mother - to - child transmission include their own fear of hiv infection ; lack of knowledge on hiv and counselling skills ; or high workloads and lack of staff ; unavailability of hiv testing at commune level ; shortage of antiretroviral drugs ; and lack of operational guidelines . a negative attitude during counselling and provision of care , treating in a separate area and avoidance of providing service at all were seen by health workers as the result of fear of being infected , as well as distrust towards almost all hiv - infected patients because of the prevailing association with antisocial behaviours . additionally , the fragmentation of the health care system into specialized vertical pillars , including a vertical programme for hiv / aids , is a major obstacle to providing a continuum of care . conclusion : many hospital staff were not being able to provide good care or were even unwilling to provide appropriate care for hiv - positive pregnant women the study suggests that the quality of prevention of mother - to - child transmission service could be enhanced by improving communication and other skills of health workers , providing them with greater support and enhancing their motivation . reduction of workload would also be important . development of a practical strategy is needed to strengthen and adapt the referral system to meet the needs of patients ."
inhibition of lassa virus glycoprotein cleavage and multicycle replication by site 1 protease - adapted α ( 1 ) - antitrypsin variants .,"background : proteolytic processing of the lassa virus envelope glycoprotein precursor gp - c by the host proprotein convertase site 1 protease ( s1p ) is a prerequisite for the incorporation of the subunits gp - 1 and gp - 2 into viral particles and , hence , essential for infectivity and virus spread . therefore , we tested in this study the concept of using s1p as a target to block efficient virus replication . methodology / principal finding : we demonstrate that stable cell lines inducibly expressing s1p - adapted α ( 1 ) - antitrypsin variants inhibit the proteolytic maturation of gp - c. introduction of the s1p recognition motifs rril and rrll into the reactive center loop of α ( 1 ) - antitrypsin resulted in abrogation of gp - c processing by endogenous s1p to a similar level observed in s1p - deficient cells . moreover , s1p - specific α ( 1 ) - antitrypsins significantly inhibited replication and spread of a replication - competent recombinant vesicular stomatitis virus expressing the lassa virus glycoprotein gp as well as authentic lassa virus . inhibition of viral replication correlated with the ability of the different α ( 1 ) - antitrypsin variants to inhibit the processing of the lassa virus glycoprotein precursor . conclusions / significance : our data suggest that glycoprotein cleavage by s1p is a promising target for the development of novel anti-arenaviral strategies ."
virhostnet : a knowledge base for the management and the analysis of proteome - wide virus – host interaction networks .,"infectious diseases caused by viral agents kill millions of people every year . the improvement of prevention and treatment of viral infections and their associated diseases remains one of the main public health challenges . towards this goal , deciphering virus – host molecular interactions opens new perspectives to understand the biology of infection and for the design of new antiviral strategies . indeed , modelling of an infection network between viral and cellular proteins will provide a conceptual and analytic framework to efficiently formulate new biological hypothesis at the proteome scale and to rationalize drug discovery . therefore , we present the first release of virhostnet ( virus – host network ) , a public knowledge base specialized in the management and analysis of integrated virus – virus , virus – host and host – host interaction networks coupled to their functional annotations . virhostnet integrates an extensive and original literature - curated dataset of virus – virus and virus – host interactions ( 2671 non-redundant interactions ) representing more than 180 distinct viral species and one of the largest human interactome ( 10 672 proteins and 68 252 non-redundant interactions ) reconstructed from publicly available data . the virhostnet web interface provides appropriate tools that allow efficient query and visualization of this infected cellular network . public access to the virhostnet knowledge - based system is available at http://pbildb1.univ-lyon1.fr/virhostnet ."
